FIPS_Code,State,Area_name,Civilian_labor_force_2000,Employed_2000,Unemployed_2000,Unemployment_rate_2000,Civilian_labor_force_2001,Employed_2001,Unemployed_2001,Unemployment_rate_2001,Civilian_labor_force_2002,Employed_2002,Unemployed_2002,Unemployment_rate_2002,Civilian_labor_force_2003,Employed_2003,Unemployed_2003,Unemployment_rate_2003,Civilian_labor_force_2004,Employed_2004,Unemployed_2004,Unemployment_rate_2004,Civilian_labor_force_2005,Employed_2005,Unemployed_2005,Unemployment_rate_2005,Civilian_labor_force_2006,Employed_2006,Unemployed_2006,Unemployment_rate_2006,Civilian_labor_force_2007,Employed_2007,Unemployed_2007,Unemployment_rate_2007,Civilian_labor_force_2008,Employed_2008,Unemployed_2008,Unemployment_rate_2008,Civilian_labor_force_2009,Employed_2009,Unemployed_2009,Unemployment_rate_2009,Civilian_labor_force_2010,Employed_2010,Unemployed_2010,Unemployment_rate_2010,Civilian_labor_force_2011,Employed_2011,Unemployed_2011,Unemployment_rate_2011,Civilian_labor_force_2012,Employed_2012,Unemployed_2012,Unemployment_rate_2012,Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Civilian_labor_force_2015,Employed_2015,Unemployed_2015,Unemployment_rate_2015,Civilian_labor_force_2016,Employed_2016,Unemployed_2016,Unemployment_rate_2016,Civilian_labor_force_2017,Employed_2017,Unemployed_2017,Unemployment_rate_2017,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Civilian_labor_force_2019,Employed_2019,Unemployed_2019,Unemployment_rate_2019,Civilian_labor_force_2020,Employed_2020,Unemployed_2020,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013
35049,NM,"Santa Fe County, NM",70259,67678,2581,3.7,70580,68012,2568,3.6,71363,68592,2771,3.9,73112,69944,3168,4.3,74056,70879,3177,4.3,75674,72504,3170,4.2,76201,73587,2614,3.4,76926,74709,2217,2.9,77291,74506,2785,3.6,75574,70920,4654,6.2,73742,68957,4785,6.5,73251,68875,4376,6,73761,69587,4174,5.7,73660,69565,4095,5.6,73054,69128,3926,5.4,73665,69678,3987,5.4,74060,70098,3962,5.3,74071,70347,3724,5,74640,71548,3092,4.1,74198,71109,3089,4.2,71346,65455,5891,8.3,61791,118.7808762,3,2,1
35051,NM,"Sierra County, NM",5257,5021,236,4.5,5325,5073,252,4.7,5322,5038,284,5.3,5279,4986,293,5.6,5295,4995,300,5.7,5379,5085,294,5.5,5337,5100,237,4.4,5466,5281,185,3.4,5826,5599,227,3.9,5893,5574,319,5.4,3993,3641,352,8.8,3865,3497,368,9.5,3975,3593,382,9.6,4013,3623,390,9.7,3970,3610,360,9.1,4058,3685,373,9.2,4094,3745,349,8.5,4204,3880,324,7.7,4119,3831,288,7,3943,3672,271,6.9,4127,3749,378,9.2,33661,64.70655823,6,6,0
35053,NM,"Socorro County, NM",7911,7506,405,5.1,8136,7706,430,5.3,8466,8042,424,5,8667,8229,438,5.1,8817,8390,427,4.8,9234,8815,419,4.5,9149,8810,339,3.7,9219,8935,284,3.1,9407,9085,322,3.4,9361,8899,462,4.9,6822,6314,508,7.4,6801,6302,499,7.3,6826,6360,466,6.8,6652,6163,489,7.4,6511,6038,473,7.3,6583,6080,503,7.6,6733,6233,500,7.4,6654,6233,421,6.3,6487,6145,342,5.3,6493,6103,390,6,6248,5805,443,7.1,39582,76.08850098,6,6,0
35055,NM,"Taos County, NM",15492,14433,1059,6.8,15743,14692,1051,6.7,16786,15680,1106,6.6,17069,15821,1248,7.3,16968,15736,1232,7.3,17198,16029,1169,6.8,17360,16400,960,5.5,17482,16662,820,4.7,17435,16519,916,5.3,17351,15908,1443,8.3,15266,13700,1566,10.3,15076,13546,1530,10.1,15012,13470,1542,10.3,15135,13577,1558,10.3,15105,13628,1477,9.8,15020,13628,1392,9.3,15062,13780,1282,8.5,15212,14024,1188,7.8,15102,14120,982,6.5,15301,14353,948,6.2,14967,13238,1729,11.6,43032,82.7204361,7,8,0
35057,NM,"Torrance County, NM",7532,7150,382,5.1,7380,7048,332,4.5,7249,6893,356,4.9,7411,6994,417,5.6,7540,7112,428,5.7,7506,7085,421,5.6,7472,7146,326,4.4,6982,6671,311,4.5,6833,6468,365,5.3,6808,6206,602,8.8,5974,5309,665,11.1,5836,5189,647,11.1,5767,5166,601,10.4,5629,5056,573,10.2,5601,5059,542,9.7,5503,5000,503,9.1,5554,5042,512,9.2,5632,5155,477,8.5,5648,5218,430,7.6,5688,5292,396,7,5365,4854,511,9.5,39532,75.99238586,2,2,1
35059,NM,"Union County, NM",2046,1969,77,3.8,2030,1959,71,3.5,1990,1918,72,3.6,1988,1911,77,3.9,1920,1849,71,3.7,1900,1830,70,3.7,1871,1814,57,3,1848,1800,48,2.6,1928,1874,54,2.8,1904,1805,99,5.2,1915,1801,114,6,1933,1846,87,4.5,1875,1795,80,4.3,1876,1790,86,4.6,1914,1827,87,4.5,1905,1821,84,4.4,1909,1831,78,4.1,1928,1856,72,3.7,1794,1735,59,3.3,1867,1801,66,3.5,1653,1569,84,5.1,38221,73.47225189,9,11,0
35061,NM,"Valencia County, NM",29954,28537,1417,4.7,30359,28891,1468,4.8,30329,28652,1677,5.5,30194,28379,1815,6,30024,28339,1685,5.6,30296,28650,1646,5.4,30537,29216,1321,4.3,30385,29244,1141,3.8,30773,29269,1504,4.9,30445,28002,2443,8,30910,28071,2839,9.2,30472,27840,2632,8.6,30227,27669,2558,8.5,30046,27560,2486,8.3,29721,27417,2304,7.8,29860,27613,2247,7.5,30156,27958,2198,7.3,30416,28419,1997,6.6,30536,28875,1661,5.4,30945,29250,1695,5.5,30167,27681,2486,8.2,54867,105.470871,2,2,1
36001,NY,"Albany County, NY",154389,149260,5129,3.3,154790,149607,5183,3.3,157688,151424,6264,4,157732,150958,6774,4.3,158263,151559,6704,4.2,159158,152920,6238,3.9,159526,153401,6125,3.8,158424,152391,6033,3.8,159330,151681,7649,4.8,158969,148024,10945,6.9,161626,150137,11489,7.1,158506,147443,11063,7,160401,148855,11546,7.2,160574,150583,9991,6.2,157049,149307,7742,4.9,158197,151269,6928,4.4,158526,151974,6552,4.1,157989,151338,6651,4.2,157316,151510,5806,3.7,156887,151417,5470,3.5,157326,146027,11299,7.2,69408,96.34915161,2,2,1
36003,NY,"Allegany County, NY",22711,21608,1103,4.9,23006,21913,1093,4.8,23453,22175,1278,5.4,23390,21846,1544,6.6,23524,22000,1524,6.5,23520,22147,1373,5.8,23530,22308,1222,5.2,23355,22102,1253,5.4,23933,22419,1514,6.3,23911,21794,2117,8.9,24270,22004,2266,9.3,23692,21561,2131,9,23658,21638,2020,8.5,23773,21945,1828,7.7,23292,21833,1459,6.3,20309,18979,1330,6.5,20070,18781,1289,6.4,19675,18378,1297,6.6,19454,18368,1086,5.6,19188,18176,1012,5.3,19038,17502,1536,8.1,49411,68.59018707,7,9,0
36005,NY,"Bronx County, NY",485706,451119,34587,7.1,485175,449099,36076,7.4,499390,450718,48672,9.7,500787,448262,52525,10.5,504256,458515,45741,9.1,506727,469271,37456,7.4,506580,473426,33154,6.5,512095,478314,33781,6.6,526398,486813,39585,7.5,535750,471589,64161,12,586805,516105,70700,12,586219,516013,70206,12,594885,520367,74518,12.5,600525,530049,70476,11.7,603201,545610,57591,9.5,602931,556946,45985,7.6,603006,560468,42538,7.1,606026,568662,37364,6.2,599225,565369,33856,5.6,596168,564818,31350,5.3,589087,494651,94436,16,41470,57.56684113,1,1,1
36007,NY,"Broome County, NY",97978,94437,3541,3.6,98127,93951,4176,4.3,98808,93018,5790,5.9,96673,90994,5679,5.9,96053,90785,5268,5.5,96232,91515,4717,4.9,97035,92555,4480,4.6,96672,92442,4230,4.4,97404,92038,5366,5.5,97545,89457,8088,8.3,97931,89241,8690,8.9,94855,86646,8209,8.7,93879,85603,8276,8.8,91828,84512,7316,8,87879,82002,5877,6.7,86642,81430,5212,6,85916,81177,4739,5.5,84447,79765,4682,5.5,84026,79945,4081,4.9,83160,79389,3771,4.5,81897,74798,7099,8.7,52179,72.43260193,2,2,1
36009,NY,"Cattaraugus County, NY",40965,39119,1846,4.5,41038,38970,2068,5,41762,39397,2365,5.7,42135,39662,2473,5.9,42171,39613,2558,6.1,42100,39827,2273,5.4,41942,39793,2149,5.1,41186,39119,2067,5,41440,38946,2494,6,41689,38038,3651,8.8,39706,35851,3855,9.7,38612,34970,3642,9.4,38264,34639,3625,9.5,38072,34742,3330,8.7,36581,34000,2581,7.1,35157,32929,2228,6.3,34879,32760,2119,6.1,34247,32132,2115,6.2,33996,32188,1808,5.3,33593,31964,1629,4.8,33142,30022,3120,9.4,50783,70.49473572,4,3,0
36011,NY,"Cayuga County, NY",40294,38729,1565,3.9,39928,38220,1708,4.3,41233,39230,2003,4.9,41361,39158,2203,5.3,41652,39492,2160,5.2,41843,39804,2039,4.9,41515,39570,1945,4.7,41059,39267,1792,4.4,41480,39204,2276,5.5,41607,38116,3491,8.4,39915,36448,3467,8.7,39121,35927,3194,8.2,39056,35787,3269,8.4,38810,35875,2935,7.6,37566,35298,2268,6,37005,35015,1990,5.4,36716,34828,1888,5.1,35838,34045,1793,5,35930,34331,1599,4.5,35747,34281,1466,4.1,35417,32618,2799,7.9,58055,80.58940887,4,5,0
36013,NY,"Chautauqua County, NY",67900,65181,2719,4,66964,63843,3121,4.7,67447,63654,3793,5.6,66701,62809,3892,5.8,66771,63076,3695,5.5,67109,63878,3231,4.8,67161,64133,3028,4.5,66653,63716,2937,4.4,66804,63143,3661,5.5,65963,60400,5563,8.4,63976,58211,5765,9,61754,56660,5094,8.2,61194,55903,5291,8.6,60159,55211,4948,8.2,57704,53745,3959,6.9,57502,54012,3490,6.1,56159,52844,3315,5.9,55376,52071,3305,6,54704,51958,2746,5,54049,51606,2443,4.5,52729,48027,4702,8.9,50143,69.60631561,4,3,0
36015,NY,"Chemung County, NY",42647,40817,1830,4.3,42385,40285,2100,5,42285,39545,2740,6.5,41172,38490,2682,6.5,40420,37962,2458,6.1,40572,38409,2163,5.3,40867,38883,1984,4.9,40876,39035,1841,4.5,41141,38872,2269,5.5,41039,37324,3715,9.1,41638,38073,3565,8.6,40863,37636,3227,7.9,40497,37041,3456,8.5,39572,36364,3208,8.1,38121,35717,2404,6.3,37406,35195,2211,5.9,36232,34123,2109,5.8,35631,33674,1957,5.5,35306,33679,1627,4.6,35052,33650,1402,4,35430,32328,3102,8.8,58400,81.06832886,3,2,1
36017,NY,"Chenango County, NY",24434,23461,973,4,24524,23418,1106,4.5,24623,23241,1382,5.6,24207,22784,1423,5.9,24032,22683,1349,5.6,24277,23074,1203,5,24722,23516,1206,4.9,24356,23173,1183,4.9,24478,22941,1537,6.3,24419,22206,2213,9.1,23717,21490,2227,9.4,23865,21777,2088,8.7,24093,21984,2109,8.8,24071,22265,1806,7.5,23155,21704,1451,6.3,23047,21780,1267,5.5,22844,21668,1176,5.1,22309,21121,1188,5.3,22297,21260,1037,4.7,21843,20910,933,4.3,21760,20261,1499,6.9,51894,72.03697968,6,6,0
36019,NY,"Clinton County, NY",38466,36678,1788,4.6,38785,37053,1732,4.5,39665,37522,2143,5.4,39859,37424,2435,6.1,39797,37357,2440,6.1,39995,37885,2110,5.3,40080,37936,2144,5.3,39699,37513,2186,5.5,39673,37106,2567,6.5,39812,36046,3766,9.5,39748,35778,3970,10,38468,34756,3712,9.6,37952,34331,3621,9.5,37145,33977,3168,8.5,35938,33543,2395,6.7,35861,33758,2103,5.9,35822,33869,1953,5.5,36102,34207,1895,5.2,36220,34637,1583,4.4,36068,34557,1511,4.2,35447,32623,2824,8,59069,81.99700165,5,8,0
36021,NY,"Columbia County, NY",31424,30350,1074,3.4,31133,30042,1091,3.5,31297,29945,1352,4.3,31312,29927,1385,4.4,31842,30432,1410,4.4,31983,30746,1237,3.9,32330,31138,1192,3.7,31708,30495,1213,3.8,31638,30128,1510,4.8,31442,29090,2352,7.5,32162,29763,2399,7.5,31498,29238,2260,7.2,31633,29371,2262,7.2,31801,29841,1960,6.2,31281,29794,1487,4.8,31352,30094,1258,4,31473,30294,1179,3.7,31077,29904,1173,3.8,31215,30179,1036,3.3,31041,30086,955,3.1,30309,28431,1878,6.2,71563,99.34062958,6,3,0
36023,NY,"Cortland County, NY",24094,23051,1043,4.3,24672,23505,1167,4.7,24634,23156,1478,6,24363,22915,1448,5.9,24019,22513,1506,6.3,23924,22625,1299,5.4,23785,22527,1258,5.3,23688,22482,1206,5.1,23979,22464,1515,6.3,24318,22065,2253,9.3,24504,22286,2218,9.1,24380,22301,2079,8.5,24444,22305,2139,8.8,24285,22356,1929,7.9,23633,22082,1551,6.6,23233,21855,1378,5.9,22999,21667,1332,5.8,22930,21609,1321,5.8,22826,21665,1161,5.1,22836,21766,1070,4.7,22453,20668,1785,7.9,55143,76.54710388,4,5,0
36025,NY,"Delaware County, NY",22124,21206,918,4.1,22193,21273,920,4.1,23069,21961,1108,4.8,22996,21874,1122,4.9,23103,22041,1062,4.6,23512,22474,1038,4.4,23517,22511,1006,4.3,23085,22102,983,4.3,22739,21398,1341,5.9,22274,20340,1934,8.7,22450,20447,2003,8.9,21748,19848,1900,8.7,21560,19649,1911,8.9,21030,19333,1697,8.1,20004,18681,1323,6.6,19467,18290,1177,6,19234,18154,1080,5.6,18943,17900,1043,5.5,19052,18131,921,4.8,18941,18085,856,4.5,18614,17274,1340,7.2,51038,70.84871674,6,6,0
36027,NY,"Dutchess County, NY",138799,134380,4419,3.2,140089,135259,4830,3.4,143264,137191,6073,4.2,143587,137600,5987,4.2,144998,138753,6245,4.3,146915,141149,5766,3.9,147616,141987,5629,3.8,145248,139676,5572,3.8,145570,138199,7371,5.1,144898,133601,11297,7.8,149288,137561,11727,7.9,146498,135428,11070,7.6,146160,134622,11538,7.9,145403,135453,9950,6.8,142064,134432,7632,5.4,142997,136526,6471,4.5,143108,137045,6063,4.2,143179,137070,6109,4.3,143449,138174,5275,3.7,144340,139358,4982,3.5,142061,131173,10888,7.7,84564,117.3880463,1,1,1
36029,NY,"Erie County, NY",466753,447277,19476,4.2,460435,438908,21527,4.7,470243,444593,25650,5.5,469867,442607,27260,5.8,470981,443783,27198,5.8,471986,447446,24540,5.2,471307,448164,23143,4.9,464418,442978,21440,4.6,469884,443377,26507,5.6,470857,432055,38802,8.2,466015,426603,39412,8.5,459408,422449,36959,8,461103,422256,38847,8.4,459781,424800,34981,7.6,447882,420334,27548,6.2,447913,423855,24058,5.4,445373,423060,22313,5,443713,420911,22802,5.1,441563,422118,19445,4.4,440795,422846,17949,4.1,439291,397536,41755,9.5,60620,84.15003204,1,1,1
36031,NY,"Essex County, NY",18486,17607,879,4.8,18578,17730,848,4.6,18783,17806,977,5.2,18337,17361,976,5.3,18592,17563,1029,5.5,18729,17724,1005,5.4,18746,17705,1041,5.6,18518,17486,1032,5.6,18470,17253,1217,6.6,18351,16653,1698,9.3,18753,17006,1747,9.3,18227,16559,1668,9.2,18152,16392,1760,9.7,18095,16561,1534,8.5,17528,16312,1216,6.9,17283,16235,1048,6.1,17248,16311,937,5.4,17147,16212,935,5.5,17026,16204,822,4.8,16940,16174,766,4.5,16518,15174,1344,8.1,55091,76.47491455,6,6,0
36033,NY,"Franklin County, NY",22151,20883,1268,5.7,21847,20539,1308,6,22278,20909,1369,6.1,22389,20883,1506,6.7,22340,20878,1462,6.5,22538,21214,1324,5.9,22666,21426,1240,5.5,22586,21354,1232,5.5,22872,21312,1560,6.8,23041,21051,1990,8.6,22260,20232,2028,9.1,21754,19759,1995,9.2,21768,19658,2110,9.7,21529,19578,1951,9.1,20489,18990,1499,7.3,19940,18632,1308,6.6,19804,18662,1142,5.8,19726,18537,1189,6,19572,18569,1003,5.1,19437,18515,922,4.7,19197,17622,1575,8.2,48943,67.94052887,7,8,0
36035,NY,"Fulton County, NY",26258,25040,1218,4.6,26275,25086,1189,4.5,26917,25565,1352,5,26498,24962,1536,5.8,26685,25161,1524,5.7,26955,25451,1504,5.6,27437,25997,1440,5.2,27288,25845,1443,5.3,27447,25626,1821,6.6,27264,24602,2662,9.8,26148,23317,2831,10.8,25603,22871,2732,10.7,25370,22534,2836,11.2,24724,22323,2401,9.7,23407,21599,1808,7.7,23409,21892,1517,6.5,23238,21886,1352,5.8,23134,21806,1328,5.7,22780,21621,1159,5.1,22465,21380,1085,4.8,22509,20569,1940,8.6,50061,69.49249268,4,5,0
36037,NY,"Genesee County, NY",32509,31228,1281,3.9,32218,30831,1387,4.3,33105,31338,1767,5.3,33135,31295,1840,5.6,32987,31132,1855,5.6,33085,31489,1596,4.8,33132,31617,1515,4.6,32805,31339,1466,4.5,33281,31435,1846,5.5,33110,30543,2567,7.8,31762,29163,2599,8.2,30974,28539,2435,7.9,30841,28365,2476,8,30500,28357,2143,7,29986,28310,1676,5.6,30049,28549,1500,5,29744,28357,1387,4.7,29501,28097,1404,4.8,29692,28458,1234,4.2,29631,28514,1117,3.8,28962,26833,2129,7.4,62570,86.85693359,4,3,0
36039,NY,"Greene County, NY",22550,21533,1017,4.5,22500,21481,1019,4.5,23734,22559,1175,5,23712,22483,1229,5.2,23250,22003,1247,5.4,23740,22590,1150,4.8,24109,22970,1139,4.7,24076,22951,1125,4.7,24181,22777,1404,5.8,24090,22052,2038,8.5,22130,20080,2050,9.3,21619,19568,2051,9.5,21525,19354,2171,10.1,21339,19422,1917,9,20691,19282,1409,6.8,20686,19511,1175,5.7,20575,19517,1058,5.1,20488,19425,1063,5.2,20588,19652,936,4.5,20162,19297,865,4.3,20281,18598,1683,8.3,54746,75.9960022,6,6,0
36041,NY,"Hamilton County, NY",2855,2698,157,5.5,2756,2624,132,4.8,2916,2768,148,5.1,2950,2789,161,5.5,3056,2885,171,5.6,3166,2993,173,5.5,3120,2964,156,5,3201,3053,148,4.6,3054,2866,188,6.2,3016,2787,229,7.6,2506,2254,252,10.1,2448,2203,245,10,2448,2181,267,10.9,2430,2191,239,9.8,2427,2245,182,7.5,2430,2265,165,6.8,2366,2210,156,6.6,2314,2143,171,7.4,2285,2129,156,6.8,2207,2081,126,5.7,2141,1972,169,7.9,60148,83.49481964,8,7,0
36043,NY,"Herkimer County, NY",31620,30279,1341,4.2,31108,29713,1395,4.5,31441,29733,1708,5.4,31351,29547,1804,5.8,31339,29557,1782,5.7,31654,29982,1672,5.3,31412,29859,1553,4.9,30911,29422,1489,4.8,31065,29192,1873,6,31185,28664,2521,8.1,31587,28817,2770,8.8,30770,28070,2700,8.8,30496,27786,2710,8.9,29975,27569,2406,8,28817,26846,1971,6.8,28373,26590,1783,6.3,28187,26620,1567,5.6,27993,26404,1589,5.7,27758,26396,1362,4.9,27816,26506,1310,4.7,27477,25227,2250,8.2,55778,77.42858124,2,2,1
36045,NY,"Jefferson County, NY",44876,42249,2627,5.9,44900,42065,2835,6.3,45899,42775,3124,6.8,45934,42769,3165,6.9,46180,42943,3237,7,47080,44184,2896,6.2,48422,45776,2646,5.5,48036,45457,2579,5.4,48885,45589,3296,6.7,49539,45092,4447,9,50335,45598,4737,9.4,48994,44189,4805,9.8,48359,43529,4830,10,48298,43729,4569,9.5,46554,42979,3575,7.7,46451,43366,3085,6.6,45691,42795,2896,6.3,44946,42032,2914,6.5,44431,41960,2471,5.6,43737,41399,2338,5.3,43295,39542,3753,8.7,53829,74.72306061,3,2,1
36047,NY,"Kings County, NY",1040727,974617,66110,6.4,1032816,964737,68079,6.6,1052453,961354,91099,8.7,1048274,954093,94181,9,1062594,982666,79928,7.5,1069846,1004675,65171,6.1,1076540,1019861,56679,5.3,1086150,1029077,57073,5.3,1111934,1045310,66624,6,1123905,1012858,111047,9.9,1172462,1055400,117062,10,1174299,1061492,112807,9.6,1189756,1072483,117273,9.9,1206307,1093739,112568,9.3,1213696,1123287,90409,7.4,1209375,1139369,70006,5.8,1206229,1142605,63624,5.3,1210854,1154942,55912,4.6,1200369,1149788,50581,4.2,1196433,1148750,47683,4,1151130,1006852,144278,12.5,66501,92.31378174,1,1,1
36049,NY,"Lewis County, NY",12669,12018,651,5.1,12499,11735,764,6.1,12631,11832,799,6.3,12430,11621,809,6.5,12524,11693,831,6.6,12723,11962,761,6,13047,12339,708,5.4,12460,11795,665,5.3,12537,11712,825,6.6,12760,11623,1137,8.9,12772,11582,1190,9.3,12413,11206,1207,9.7,12254,11013,1241,10.1,12239,11052,1187,9.7,11853,10915,938,7.9,11749,10930,819,7,11752,10949,803,6.8,11587,10821,766,6.6,11607,10963,644,5.5,11540,10926,614,5.3,11389,10515,874,7.7,56599,78.56825256,6,6,0
36051,NY,"Livingston County, NY",32874,31549,1325,4,32698,31271,1427,4.4,32841,30951,1890,5.8,32647,30660,1987,6.1,32675,30749,1926,5.9,32854,31218,1636,5,32889,31309,1580,4.8,32185,30635,1550,4.8,32275,30379,1896,5.9,32157,29411,2746,8.5,32783,30079,2704,8.2,32043,29583,2460,7.7,32096,29545,2551,7.9,31843,29547,2296,7.2,30909,29103,1806,5.8,31195,29543,1652,5.3,31052,29491,1561,5,30608,29074,1534,5,30650,29329,1321,4.3,30584,29339,1245,4.1,29831,27727,2104,7.1,60268,83.66139984,1,1,1
36053,NY,"Madison County, NY",34954,33618,1336,3.8,34988,33406,1582,4.5,35423,33539,1884,5.3,35498,33496,2002,5.6,35617,33607,2010,5.6,36089,34227,1862,5.2,36100,34447,1653,4.6,35889,34246,1643,4.6,36222,34168,2054,5.7,36103,33140,2963,8.2,35610,32603,3007,8.4,34777,31921,2856,8.2,34568,31589,2979,8.6,34385,31702,2683,7.8,33382,31224,2158,6.5,32835,30957,1878,5.7,32717,30966,1751,5.4,32353,30576,1777,5.5,32617,31061,1556,4.8,32765,31355,1410,4.3,32437,29908,2529,7.8,61713,85.66728973,2,2,1
36055,NY,"Monroe County, NY",376118,362928,13190,3.5,373652,358269,15383,4.1,375834,355608,20226,5.4,373814,353057,20757,5.6,372709,353119,19590,5.3,376131,359008,17123,4.6,375306,358987,16319,4.3,372313,356147,16166,4.3,375178,354893,20285,5.4,375537,345560,29977,8,378548,347553,30995,8.2,374302,345365,28937,7.7,375735,345696,30039,8,374202,347423,26779,7.2,364023,342750,21273,5.8,364827,346195,18632,5.1,363421,346044,17377,4.8,361593,343851,17742,4.9,361497,346144,15353,4.2,360928,346547,14381,4,359299,328525,30774,8.6,62159,86.28640747,1,1,1
36057,NY,"Montgomery County, NY",23584,22463,1121,4.8,23619,22438,1181,5,24012,22630,1382,5.8,23996,22440,1556,6.5,24149,22698,1451,6,24673,23354,1319,5.3,24974,23544,1430,5.7,24424,23019,1405,5.8,24622,22902,1720,7,24441,22094,2347,9.6,23951,21488,2463,10.3,23472,21051,2421,10.3,23424,20954,2470,10.5,23163,20982,2181,9.4,22241,20565,1676,7.5,22235,20765,1470,6.6,22321,21022,1299,5.8,22501,21220,1281,5.7,22395,21243,1152,5.1,22185,21103,1082,4.9,22032,20098,1934,8.8,52092,72.31183624,4,5,0
36059,NY,"Nassau County, NY",675516,653213,22303,3.3,671226,646336,24890,3.7,681745,649939,31806,4.7,680896,648898,31998,4.7,682683,651557,31126,4.6,689225,661345,27880,4,696705,670669,26036,3.7,693675,668578,25097,3.6,695385,662814,32571,4.7,693067,644412,48655,7,691973,641573,50400,7.3,684374,637173,47201,6.9,692547,643054,49493,7.1,696036,653821,42215,6.1,684808,651793,33015,4.8,696394,666770,29624,4.3,700139,672300,27839,4,705684,677032,28652,4.1,705627,680890,24737,3.5,708259,684992,23267,3.3,698942,640035,58907,8.4,117767,163.4790039,1,1,1
36061,NY,"New York County, NY",853715,810590,43125,5.1,860114,810548,49566,5.8,875468,808754,66714,7.6,873048,808166,64882,7.4,888203,834039,54164,6.1,902418,857939,44479,4.9,911641,873023,38618,4.2,917707,879249,38458,4.2,936462,890733,45729,4.9,935069,856532,78537,8.4,887865,811259,76606,8.6,884930,815453,69477,7.9,894573,822146,72427,8.1,900600,833170,67430,7.5,905240,851252,53988,6,906077,862865,43212,4.8,908259,867324,40935,4.5,917941,881150,36791,4,913478,880081,33397,3.7,918438,886994,31444,3.4,859618,777583,82035,9.5,93007,129.1082458,1,1,1
36063,NY,"Niagara County, NY",109672,104562,5110,4.7,108517,102547,5970,5.5,111209,104108,7101,6.4,111276,103841,7435,6.7,111330,104369,6961,6.3,111654,105435,6219,5.6,112252,106240,6012,5.4,111140,105306,5834,5.2,113118,105618,7500,6.6,113741,103033,10708,9.4,107989,97385,10604,9.8,105772,96025,9747,9.2,105621,95634,9987,9.5,104967,95856,9111,8.7,101415,94233,7182,7.1,100970,94705,6265,6.2,100281,94345,5936,5.9,99339,93214,6125,6.2,98908,93746,5162,5.2,98222,93554,4668,4.8,98105,87906,10199,10.4,56371,78.25175476,1,1,1
36065,NY,"Oneida County, NY",110679,106407,4272,3.9,109356,104363,4993,4.6,111006,105078,5928,5.3,110604,104536,6068,5.5,110303,104516,5787,5.2,111166,105858,5308,4.8,110918,106104,4814,4.3,109712,105098,4614,4.2,110436,104554,5882,5.3,110657,102360,8297,7.5,112343,103595,8748,7.8,109138,100348,8790,8.1,108406,99345,9061,8.4,107128,98964,8164,7.6,103036,96696,6340,6.2,101948,96471,5477,5.4,101706,96689,5017,4.9,101666,96606,5060,5,100779,96309,4470,4.4,101213,97070,4143,4.1,100648,92473,8175,8.1,56516,78.45304108,2,2,1
36067,NY,"Onondaga County, NY",230067,222027,8040,3.5,229071,219849,9222,4,231880,220418,11462,4.9,231018,219136,11882,5.1,231052,219205,11847,5.1,233547,223026,10521,4.5,234302,224282,10020,4.3,232090,222787,9303,4,233793,221809,11984,5.1,233715,215560,18155,7.8,237164,217786,19378,8.2,232929,214840,18089,7.8,232618,214042,18576,8,231423,215189,16234,7,224355,211780,12575,5.6,222097,211070,11027,5,221252,211093,10159,4.6,219498,209278,10220,4.7,219524,210760,8764,4,219487,211207,8280,3.8,220483,202037,18446,8.4,61597,85.50626373,2,2,1
36069,NY,"Ontario County, NY",54445,52530,1915,3.5,54378,52219,2159,4,55040,52177,2863,5.2,55092,52204,2888,5.2,55425,52632,2793,5,56792,54232,2560,4.5,56840,54363,2477,4.4,56121,53810,2311,4.1,56544,53662,2882,5.1,56971,52770,4201,7.4,56411,52132,4279,7.6,55834,51845,3989,7.1,55960,51830,4130,7.4,55834,52231,3603,6.5,54704,51815,2889,5.3,54971,52355,2616,4.8,55084,52667,2417,4.4,54782,52335,2447,4.5,55308,53140,2168,3.9,55334,53276,2058,3.7,54401,50447,3954,7.3,66754,92.66498566,1,1,1
36071,NY,"Orange County, NY",161703,156284,5419,3.4,163929,157923,6006,3.7,169025,161622,7403,4.4,172134,163934,8200,4.8,174733,166427,8306,4.8,177486,169965,7521,4.2,179973,172405,7568,4.2,178890,171341,7549,4.2,180142,170568,9574,5.3,180557,166191,14366,8,181433,166688,14745,8.1,179117,165198,13919,7.8,179353,164966,14387,8,178723,166198,12525,7,175195,165500,9695,5.5,177655,169318,8337,4.7,178963,171096,7867,4.4,180525,172362,8163,4.5,183316,176204,7112,3.9,186523,179768,6755,3.6,183265,167957,15308,8.4,83188,115.4779434,1,1,1
